Brand,Manufacturer,Type,Name,Serving Size,Calories,Total Fat,Sodium,Fiber,Sugar,Protein,Whole Grains,Ingredients,Allegrens,Nutrition Panle,Product Image
Kashi,Kashi,entrees,"Kashi&#174; Frozen Entr&#233;es, Spicy Black Bean Enchilada",1 Entr&#233;e,260,7 g,600 mg,8 g,3 g,8 g,25 g,"Enchilada With Sauce (Water, Corn Tortilla [Ground Corn Treated With Lime, Water, Kashi Seven Whole Grain And Sesame Flour (Whole: Oats, Brown Rice, Rye, Hard Red Wheat, Triticale, Dehulled Barley, Buckwheat, Sesame Seeds), Guar Gum, Xanthan Gum], Cooked Black Beans [Black Beans, Water], Diced Tomatoes [Tomato, Calcium Chloride], Fire Roasted Tomatillos, Red Potatoes [Potatoes, Sodium Acid Pyrophosphate To Retain Color], Roasted Red Onion, Red Bell Peppers, Roasted Corn, Spinach, Mozzarella Cheese [Pasteurized Part-Skim Cow'S Milk, Cheese Cultures, Salt, Enzymes], Expeller Pressed Canola Oil, Rice Starch, Red Jalapeno Peppers, Tomato Paste [Tomatoes], Spices, Green Jalapeno Peppers, Defatted Soy Flour, Cornstarch, Salt, Onions, Garlic, Cilantro, Lime Juice Concentrate, Vinegar, Evaporated Cane Juice Crystals, Paprika, Sea Salt), Seasoned Cooked Grain Blend (Water, Bulgur Wheat, Diced Tomatoes [Diced Tomatoes, Tomato Juice, Citric Acid, Calcium Chloride], Red Bell Peppers, Fire Roasted Poblano Peppers, Roasted Corn, Kashi Pilaf [Whole: Oats, Brown Rice, Rye, Hard Red Wheat, Triticale, Buckwheat, Dehulled Barley, Sesame Seeds], Cooked Black Beans [Black Beans, Water], Onions, Expeller Pressed <BR>Canola Oil, Spices, Rice Starch, Garlic [Garlic, Water], Salt, Cumin, Lime Juice Concentrate, Evaporated Cane Juice Crystals).","Contains Wheat, Milk And Soy Ingredients.",/image/pim/mobile/549_NutritionLabel.jpg,/image/pim/desktop/549_PackShot.png
Kashi,Kashi,entrees,"Kashi&#174; Frozen Entr&#233;es, Chicken Enchilada",1 Entr&#233;e,280,9 g,620 mg,6 g,5 g,12 g,24 g,"Enchilada With Sauce (Water, Corn Tortilla [Ground Corn Treated With Lime, Water, Kashi Seven Whole Grains And Sesame Flour (Whole: Oats, Brown Rice, Rye, Hard Red Wheat, Triticale [Hybrid Of Wheat And Rye], Dehulled Barley, Buckwheat, Sesame Seeds), Guar Gum, Xanthan Gum], Cooked Chicken [White Meat Chicken, Water, Rice Starch, Salt, Chicken Flavor (Dehydrated Chicken Broth, Chicken Powder, Natural Flavor), Spice], Tomatoes [Ground Tomatoes, Tomato Puree, Salt], Kale, White Cheddar Cheese [Pasteurized Milk, Cheese Cultures, Salt, Enzymes, Calcium Chloride], Ancho Chili Paste [Water, Ancho Chili, Onion Puree, Evaporated Cane Syrup Crystals, Spices, Cilantro, Garlic, Sesame Seed, Sea Salt, Paprika, Cornstarch], Roasted Red Onion, Red Bell Peppers, Rice Starch, Expeller Pressed Canola Oil, Evaporated Cane Syrup Crystals, Garlic [Garlic, Water], Salt, Cornstarch, Cellulose, Defatted Soy Flour), Cooked Pilaf Blend (Water, Kashi Pilaf [Whole: Oats, Brown Rice, Rye, Hard Red Wheat, Triticale (Hybrid Of Wheat And Rye), Buckwheat, Dehulled Barley, Sesame Seeds], Zucchini, Yellow Squash, Red Bell Peppers, Roasted And Salted Pepitas [Pumpkin Seed Kernels, Salt], Cilantro, Onions, Tomato Paste [Tomatoes], <BR>Diced Tomatoes [Tomatoes, Calcium Chloride], Rice Starch, Garlic [Garlic, Water], Expeller Pressed Canola Oil, Salt, Lime Juice Concentrate, <BR>Evaporated Cane Syrup Crystals, Chipotle Chili Pepper).","Contains Wheat, Milk And Soy Ingredients.",/image/pim/mobile/562_NutritionLabel.jpg,/image/pim/desktop/562_PackShot.png
Kashi,Kashi,entrees,"Kashi&#174; Frozen Entr&#233;es, Three Cheese Penne",1 Entr&#233;e,320,11 g,670 mg,7 g,5 g,15 g,43 g,"Cooked Multigrain Pasta (Water, Whole Durum Wheat Flour, Kashi Seven Whole Grain Blend [Whole: Oats, Hard Red Wheat, Rye, Brown Rice, Triticale (Hybrid Of Wheat And Rye), Dehulled Barley, Buckwheat]), Water, Cannellini Beans (White Kidney Beans, Water, Sea Salt, Kombu Seaweed), Red Bell Peppers, Carrots, Shiitake Mushrooms, Red Onion, Cheddar Cheese (Pasteurized Milk, Cheese Cultures, Salt, Enzymes, Calcium Chloride, Annatto Color), Feta Cheese (Pasteurized Milk, Cheese Culture, Salt, Enzymes), Diced Tomatoes (Tomato, Calcium Chloride), Asiago Cheese (Pasteurized Part-Skim Milk, Cheese Cultures, Salt, Microbial Rennet), Rice Starch, Roasted Red Pepper Puree, Salt, Garlic (Garlic, Water), Spices, Basil.","Contains Wheat And Milk Ingredients.",/image/pim/mobile/563_NutritionLabel.jpg,/image/pim/desktop/563_PackShot.png
Kashi,Kashi,entrees,"Kashi&#174; Steam Meal™ Chicken and Chipotle BBQ (2 Servings)",1/2 Package,310,6 g,620 mg,6 g,13 g,15 g,43 g,"Cooked Pilaf (Water, Kashi Pilaf [Whole: Oats, Brown Rice, Rye, Hard Red Wheat, Triticale (Hybrid Of Wheat And Rye), Buckwheat, Dehulled Barley, Sesame Seeds]), Cooked White Chicken (Chicken Breast Meat With Rib Meat, Water, Rice Starch, Sea Salt, Dehydrated Garlic, Dehydrated Onion, Evaporated Cane Syrup, Natural Flavor From Sunflower Oil), Water, Diced Mangoes, Roasted Green Beans (Green Beans, Extra Virgin Olive Oil), Red Onions, Green Bell Peppers, Red Bell Peppers, Tomato Paste (Tomatoes), Caramelized Onions, Apple Cider Vinegar, Natural Ancho Chili Paste (Water, Ancho Chili, Onion Puree, Granulated Cane Syrup, Spices, Cilantro, Garlic, Sesame Seed, Sea Salt, Paprika, Cornstarch), Evaporated Cane Syrup Crystals, Molasses, Expeller Pressed Canola Oil, Garlic (Garlic, Water), Honey, Rice Starch, Salt, Soy Sauce (Water, Soybeans, Salt, Wheat), Balsamic Vinegar, Mango Juice Concentrate, Chipotle Pepper.","Contains Wheat And Soy.",/image/pim/mobile/588_NutritionLabel.jpg,/image/pim/desktop/588_PackShot.png
Kashi,Kashi,entrees,"Kashi&#174; Steam Meal™ Italian Vegetable Medley Pasta (2 Servings)",1/2 Package,320,8 g,640 mg,8 g,9 g,14 g,42 g,"Cooked Pasta (Water,  Pasta [Whole Durum Wheat Flour, Kashi Seven Whole Grain Blend (Whole: Oats, Hard Red Wheat, Rye, Brown Rice, Triticale [Hybrid Of Wheat And Rye], Dehulled Barley, Buckwheat)]), Broccoli, Tomatoes (Ground Tomatoes, Tomato Puree, Salt), Water, Carrots, Red Bell Peppers, Diced Tomatoes (Diced Tomatoes, Tomato Juice, Calcium Chloride), Chablis Wine (Wine, Salt), Yellow Squash, Parmesan Cheese (Pasteurized Part-Skim Milk, Cheese Culture, Salt, Enzymes), Edamame (Soybeans), Cream, Basil, Tomatoes, Tomato Paste (Tomatoes), Onions, Roasted Garlic, Garlic (Garlic, Water), Rice Starch, Salt, Dried Cane Syrup, Oregano, Black Pepper.","Contains Wheat, Milk, And Soy Ingredients.",/image/pim/mobile/589_NutritionLabel.jpg,/image/pim/desktop/589_PackShot.png
Kashi,Kashi,entrees,"Kashi&#174; Steam Meal™ Mushroom and Asparagus Risotto (2 Serving)",1/2 Package,330,11 g,590 mg,7 g,4 g,12 g,45 g,"Water, Crimini Mushroom, Asparagus,  Kashi Pilaf (Whole: Oats, Brown Rice, Rye, Hard Red Wheat, Triticale, Dehulled Barley, Buckwheat, Sesame Seeds), Parmesan Cheese (Pasteurized Part-Skim Milk, Cheese Culture, Salt, Enzymes), Cream, Onions, Chablis Wine (Wine, Salt), Rice Starch, Roasted Garlic, Salt, Soy Sauce (Water, Soybeans, Salt, Wheat), Black Pepper, Parsley.","Contains Wheat, Milk, And Soy Ingredients.",/image/pim/mobile/1093_NutritionLabel.jpg,/image/pim/desktop/1093_PackShot.png
Kashi,Kashi,entrees,"Kashi&#174; Steam Meal™ Three Cheese Ravioli (2 Servings)",1/2 Package,310,10 g,650 mg,5 g,9 g,13 g,23 g,"Cooked Ravioli (Multigrain Pasta [Whole Wheat Durum, Wheat Flour, Kashi Seven Grain Blend (Whole: Oats, Hard Red Wheat, Rye, Brown Rice, Triticale, Barley, Buckwheat), Water, Egg, Wheat Gluten], Ricotta Cheese [Whey, Cream, Citric Acid, Carrageenan], Chickpea Puree [Water, Cooked Garbanzo Bean Flour], Asiago Cheese [Part Skim Cow’S Milk, Cheese Culture, Salt, Enzymes], Mozzarella Cheese [Part Skim Cow’S Milk, Cheese Cultures, Salt, Enzymes], Red Peppers, Spinach, Water, Garlic, Corn Starch, Spices, Evaporated Salt), Water, Diced Tomatoes (Diced Tomatoes, Tomato Juice, Calcium Chloride),  Basil Pesto (Basil, Expeller-Pressed Canola Oil, Water, Parmesan Cheese [Pasteurized Part-Skim Cow'S Milk, Cheese Culture, Salt, Enzymes], Garlic, Sea Salt), Tomato Paste (Tomatoes), Onions, Rice Starch, Roasted Garlic, Dried Cane Syrup, Extra Virgin Olive Oil, Salt, Basil, Black Pepper, Oregano, Bay Leaves.","Contains Wheat, Egg, And Milk Ingredients.",/image/pim/mobile/1094_NutritionLabel.jpg,/image/pim/desktop/1094_PackShot.png
Kashi,Kashi,pilaf,"Kashi™ 7 Whole Grain Pilaf RTE",1/2 Cup,170,2.5 g,0 mg,6 g,0 g,6 g,44 g,"Kashi Seven Whole Grains & Sesame® Pilaf (Whole: Oats, Brown Rice, Rye, Hard Red Winter Wheat, Triticale, Buckwheat, Barley, Sesame Seeds).","Contains Wheat Ingredients.",/image/pim/mobile/446_NutritionLabel.jpg,/image/pim/desktop/446_PackShot.png
Kashi,Kashi,pizza,"Kashi&#174; Thin Crust Pizzas, Mediterranean",1/3 Pizza,290,9 g,640 mg,5 g,3 g,15 g,13 g,"Crust (Crust Mix With Kashi Seven Whole Grains & Sesame Blend [Wheat Gluten, Whole Oat Flour, Oat Fiber, Oat Syrup Solids, Barley Malt Extract, Whole Triticale Flour, Brown Rice Flour, Whole Hard Red Wheat Flour, Whole Rye Flour, Salt, Whole Barley Flour, Whole Buckwheat Flour, Sesame Seeds], Water, Wheat Flour, White Whole Wheat Flour,  Ground Flax Seed, Extra Virgin Olive Oil, Barley Fiber, Yeast, Wheat Starch, Garlic Powder), Cheese Blend (Mozzarella Cheese [Pasteurized Part-Skim Cow'S Milk, Cheese Cultures, Salt, Enzymes], White Cheddar Cheese [Pasteurized Milk, Cheese Cultures, Salt, Enzymes, Calcium Chloride], Cheddar Cheese [Pasteurized Milk, Cheese Cultures, Salt, Enzymes, Calcium Chloride, Annatto Color], Asiago Cheese [Pasteurized Part-Skim Cow'S Milk, Cheese Cultures, Salt, Microbial Rennet]), Sauce (Tomatoes [Tomatoes, Tomato Puree, Citric Acid], Roasted Red Bell Pepper Pesto [Roasted Red Bell Peppers, Expeller-Pressed Canola Oil, Parmesan Cheese (Pasteurized Part-Skim Cow'S Milk, Cheese Culture, Salt, Enzymes), Balsamic Vinegar, Basil, Sea Salt, Granulated Garlic, Black Pepper, Cayenne Pepper], Tomatoes [Tomatoes, Citric Acid], Evaporated Cane Juice Crystals, Salt, Spice, Cornstarch), Spinach, Roasted Red Bell Peppers, Red Bell Peppers, Feta Cheese (Pasteurized Cow'S Milk, Cheese Culture, Salt, Enzymes), Roasted Red Onion, Red Onion.","Contains Wheat And Milk Ingredients.",/image/pim/mobile/469_NutritionLabel.jpg,/image/pim/desktop/469_PackShot.png
Kashi,Kashi,pizza,"Kashi&#174; Thin Crust Pizzas, Margherita",1/3 Pizza,260,9 g,630 mg,4 g,4 g,14 g,9 g,"Crust (Crust Mix With Kashi Seven Whole Grains & Sesame Blend [Wheat Gluten, Whole Oat Flour, Oat Fiber, Oat Syrup Solids, Barley Malt Extract, Whole Triticale Flour, Brown Rice Flour, Whole Hard Red Wheat Flour, Whole Rye Flour, Salt, Whole Barley Flour, Whole Buckwheat Flour, Sesame Seeds], Water, Wheat Flour, White Whole Wheat Flour,  Ground Flax Seed, Extra Virgin Olive Oil, Barley Fiber, Yeast, Wheat Starch, Garlic Powder), Cheese Blend (Mozzarella Cheese [Pasteurized Part-Skim Cow'S Milk, Cheese Cultures, Salt, Enzymes], Provolone Cheese [Pasteurized Milk, Cheese Cultures, Salt, Enzymes]), Sauce (Water, Tomatoes [Tomatoes, Tomato Puree, Citric Acid], Tomatoes [Tomatoes, Citric Acid], Sauce Mix [Cane Juice Solids, Maltodextrin, Dried Garlic, Cornstarch, Salt, Spices And Natural Flavors, Xanthan Gum, Citric Acid], Extra Virgin Olive Oil), Diced Tomatoes (Tomato, Calcium Chloride), Oregano, Basil.","Contains Wheat And Milk Ingredients.",/image/pim/mobile/474_NutritionLabel.jpg,/image/pim/desktop/474_PackShot.png
Kashi,Kashi,pizza,"Kashi&#174; Thin Crust Pizzas, Mushroom Trio and Spinach",1/3 Pizza,250,9 g,660 mg,4 g,3 g,14 g,11 g,"Crust (Crust Mix With Kashi Seven Whole Grains & Sesame Blend [Wheat Gluten, Whole Oat Flour, Oat Fiber, Oat Syrup Solids, Barley Malt Extract, Whole Triticale Flour, Brown Rice Flour, Whole Hard Red Wheat Flour, Whole Rye Flour, Salt, Whole Barley Flour, Whole Buckwheat Flour, Sesame Seeds], Wheat Flour, Water, White Whole Wheat Flour, Ground Flax Seed, Extra Virgin Olive Oil, Barley Fiber, Yeast, Wheat Starch, Garlic Powder), Cheese Blend (Mozzarella Cheese [Pasteurized Part-Skim Cow'S Milk, Cheese Cultures, Salt, Enzymes], Provolone Cheese [Pasteurized Milk, Cheese Cultures, Salt, Enzymes]), Sauce (Diced Tomatoes [Diced Tomatoes, Tomato Juice, Salt, Calcium Chloride, Citric Acid], Cream, Tomato Paste [Tomatoes], Water, Cornstarch, Roasted Garlic [Garlic, Olive Oil], Parmesan Cheese [Pasteurized Part-Skim Milk, Cheese Culture, Salt, Microbial Rennet], Salt, Oregano, Basil, Whole Milk Powder, Natural Parmesan Cheese Flavor [Parmesan Cheese (Pasteurized Milk, Cheese Cultures, Salt, Enzymes), Autolyzed Yeast Extract, Natural Flavor, Xanthan Gum], Maltodextrin, Gum Arabic, Xanthan Gum, Natural Romano Cheese Flavor [Romano Cheese (Pasteurized Milk, Cheese Cultures, Salt, Enzymes), Autolyzed Yeast Extract, Natural Flavor, Xanthan Gum], Milkfat, Lactic Acid, Natural Flavor, High Oleic Safflower Oil), Champignon Mushrooms, Spinach, Baby Portobello Mushrooms, Shiitake Mushrooms, Parsley.","Contains Wheat And Milk Ingredients.",/image/pim/mobile/480_NutritionLabel.jpg,/image/pim/desktop/480_PackShot.png
Kashi,Kashi,pizza,"Kashi&#174; Thin Crust Pizzas, Roasted Vegetable",1/3 Pizza,250,9 g,630 mg,4 g,3 g,14 g,9 g,"Crust (Crust Mix With Kashi Seven Whole Grains & Sesame Blend [Wheat Gluten, Whole Oat Flour, Oat Fiber, Oat Syrup Solids, Barley Malt Extract, Whole Triticale Flour, Brown Rice Flour, Whole Hard Red Wheat Flour, Whole Rye Flour, Salt, Whole Barley Flour, Whole Buckwheat Flour, Sesame Seeds], Water, Wheat Flour, White Whole Wheat Flour,  Ground Flax Seed, Extra Virgin Olive Oil, Barley Fiber, Yeast, Wheat Starch, Garlic Powder), Cheese Blend (Mozzarella Cheese [Pasteurized Part-Skim Cow'S Milk, Cheese Cultures, Salt, Enzymes], Provolone Cheese [Pasteurized Milk, Cheese Cultures, Salt, Enzymes]), Sauce (Water, Tomatoes [Tomatoes, Citric Acid], Spinach, Extra Virgin Olive Oil, Parmesan Cheese [Cultured Part-Skim Milk, Salt, Enzymes], Romano Cheese [Pasteurized Milk, Cultures, Salt, Enzymes], Evaporated Cane Juice Crystals, Salt, Lemon Juice From Concentrate [Water, Concentrated Lemon Juice], Basil, Roasted Garlic With Lemon Juice, Cornstarch, Garlic, Spice, Xanthan Gum), Broccoli, Red Onion, Red Bell Peppers, Artichoke, Extra Virgin Olive Oil, Roasted Garlic With Lemon Juice, Balsamic Vinegar, Parsley.","Contains Wheat And Milk Ingredients.",/image/pim/mobile/481_NutritionLabel.jpg,/image/pim/desktop/481_PackShot.png
Kashi,Kashi,pizza,"Kashi&#174; Thin Crust Pizzas, Four Cheese",1/3 Pizza,260,8 g,610 mg,6 g,9 g,15 g,14 g,"Crust (Crust Mix With Kashi Seven Whole Grains And Sesame Blend [Wheat Gluten, Whole Oat Flour, Oat Fiber, Oat Syrup Solids, Barley Malt Extract, Whole Triticale Flour, Brown Rice Flour, Whole Hard Red Wheat Flour, Whole Rye Flour, Salt, Whole Barley Flour, Whole Buckwheat Flour, Sesame Seeds], Water, Wheat Flour, White Whole Wheat Flour, Ground Flaxseed, Extra Virgin Olive Oil, Barley Fiber, Yeast, Dough Conditioner [Wheat Starch And Deodorized Garlic Powder]), Sauce (Water, Tomato Paste [Tomatoes], Yellow Carrot Juice Concentrate, Tomato Powder, Nonfat Milk, Onion Juice Concentrate, Parmesan Cheese [Part Skim Milk, Cheese Culture, Salt, Enzymes], Spices, Dehydrated Garlic, Maltodextrin, Cornstarch, Dried Onion, Evaporated Cane Syrup Crystals, Natural Flavors [Natural Flavors, Maltodextrin, Whey Solids, Salt], Tamarind Powder, Soybean Oil, Sunflower Lecithin), Provolone Cheese (Pasteurized Part Skim Milk, Cultures, Salt, Enzymes), Mozzarella Cheese (Pasteurized Part Skim Cow's Milk, Cheese Cultures, Salt, Enzymes), White Cheddar Cheese (Pasteurized Milk, Cheese Cultures, Salt, Enzymes, Calcium Chloride), Fontina Cheese (Pasteurized Milk, Cheese Cultures, Salt, Enzymes), Basil.","Contains Wheat And Milk Ingredients.",/image/pim/mobile/564_NutritionLabel.jpg,/image/pim/desktop/564_PackShot.png
Kashi,Kashi,pizza,"Kashi Single Serve Pizza, Greek Tzatziki",1 Pizza,,10 g,480 mg,9 g,4 g,17 g,23 g,"Crust (Water, Wheat Flour, White Whole Wheat Flour, Crust Mix With Kashi Seven Whole Grains And Sesame Blend [Wheat Gluten, Whole Oat Flour, Oat Fiber, Oat Syrup Solids, Barley Malt Extract, Whole Triticale Flour, Brown Rice Flour, Whole Hard Red Wheat Flour, Whole Rye Flour, Salt, Whole Barley Flour, Whole Buckwheat Flour, Sesame Seeds], Degermed Yellow Corn Meal, Ground Flaxseed, Yeast, Extra Virgin Olive Oil, Honey, Wheat Gluten, Wheat Starch, Garlic Powder, Canola Oil], Greek Tzatziki Sauce (Greek Yogurt [Cultured Pasteurized Cow's Milk, Skim Milk, Cream, Cultures], Cucumber, Garlic Puree [Garlic, Citric Acid (Preservative)], Salt, Spices, Lemon Juice Concentrate, Cultured Sugar, Olive Oil, Xanthan Gum), Mozzarella Cheese (Pasteurized Part-Skim Cow's Milk, Cheese Cultures, Salt, Enzymes), Diced Tomatoes, Artichoke, Spinach, Feta Cheese (Pasteurized Cow's Milk, Cheese Culture, Salt, Enzymes), Oregano.","Contains Wheat And Milk Ingredients.",/image/pim/mobile/2083_NutritionLabel.jpg,/image/pim/desktop/2083_PackShot.png
Kashi,Kashi,pizza,"Kashi Single Serve Pizza, Indian Tikka Masala",1 Pizza,,9 g,390 mg,10 g,6 g,16 g,23 g,"Crust (Water, Wheat Flour, White Whole Wheat Flour,  Crust Mix With Kashi Seven Whole Grains And Sesame Blend [Wheat Gluten, Whole Oat Flour, Oat Fiber, Oat Syrup Solids, Barley Malt Extract, Whole Triticale Flour, Brown Rice Flour, Whole Hard Red Wheat Flour, Whole Rye Flour, Salt, Whole Barley Flour, Whole Buckwheat Flour, Sesame Seeds], Degermed Yellow Corn Meal, Ground Flaxseed, Yeast, Extra Virgin Olive Oil, Honey, Wheat Gluten, Wheat Starch, Garlic Powder, Canola Oil), Sauce (Water, Tomato Paste [Tomatoes], Dried Sweet Cream (Cream, Nonfat Milk), Nonfat Milk, Spices, Dehydrated Onion, Dehydrated Garlic, Dried Cane Syrup, Salt, Cornstarch, Paprika Extract [For Color], Natural Flavors), Mozzarella Cheese (Pasteurized Part-Skim Cow's Milk, Cheese Cultures, Salt, Enzymes), Roasted Eggplant, Spinach, Diced Tomatoes, Crushed Red Pepper.","Contains Wheat And Milk Ingredients.",/image/pim/mobile/2084_NutritionLabel.jpg,/image/pim/desktop/2084_PackShot.png
Kashi,Kashi,waffles,"Kashi&#174; Waffles, 7 Grain",2 Waffles,150,5 g,340 mg,7 g,3 g,4 g,24 g,"Water, Whole Wheat Flour, Kashi Seven Whole Grain Flour (Whole: Oats, Hard Red Wheat, Rye, Brown Rice, Triticale, Barley, Buckwheat), Oat Fiber, Expeller Pressed Canola Oil, Cracked Grain Flour (Rye Meal, Wheat Bran, Whole Wheat Flour, Barley Flakes, Steel Cut Oats, Rolled Oatmeal, Yellow Corn Meal, Millet, Rice Flour), Evaporated Cane Juice Crystals, Egg Whites,  Contains Two Percent Or Less Of Ground Flaxseed, Leavening (Baking Soda, Sodium Acid Pyrophosphate, Monocalcium Phosphate), Molasses, Natural Flavor, Sea Salt, Whey, Soy Lecithin.","Contains Wheat, Egg, Milk And Soy Ingredients.",/image/pim/mobile/543_NutritionLabel.jpg,/image/pim/desktop/543_PackShot.png
Kashi,Kashi,waffles,"Kashi&#174; Waffles, Blueberry",2 Waffles,150,5 g,340 mg,6 g,3 g,4 g,23 g,"Water, Whole Wheat Flour, Blueberries, Kashi Seven Whole Grain Flour (Whole: Oats, Hard Red Wheat, Rye, Brown Rice, Triticale, Barley, Buckwheat), Oat Fiber, Expeller Pressed Canola Oil, Cracked Grain Flour (Rye Meal, Wheat Bran, Whole Wheat Flour, Barley Flakes, Steel Cut Oats, Rolled Oatmeal, Yellow Corn Meal, Millet, Rice Flour), Evaporated Cane Juice Crystals, Contains Two Percent Or Less Of Egg Whites, Ground Flaxseed, Leavening (Sodium Acid Pyrophosphate, Baking Soda, Monocalcium Phosphate), Molasses, Sea Salt, Natural Flavors, Whey, Soy Lecithin.","Contains Wheat, Egg, Milk And Soy Ingredients.",/image/pim/mobile/544_NutritionLabel.jpg,/image/pim/desktop/544_PackShot.png
